id,restaurant_name,address,lat,lng,rating,closing_time,hours_of_operation,closing_hour,peak_surplus_day,peak_surplus_kg
sb-ChIJ8TLPE40U6YAR,Taffy's Pizza,"2026 De La Vina St, Santa Barbara, CA 93105, USA",34.4295451,-119.717639,4.4,9:00 PM,Monday: Closed | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 12:00 – 8:00 PM,21.0,Sunday,30.71
sb-ChIJ7zUIoCYT6YAR,Drippin' Chicken,"416 State St Suite B, Santa Barbara, CA 93101, USA",34.4164008,-119.6945464,4.0,10:00 PM,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,22.0,Friday,27.51
sb-ChIJA4mT-v4V6YAR,fresco at the market,"38 W Victoria St #102, Santa Barbara, CA 93101, USA",34.4235549,-119.7069219,4.8,7:00 PM,Monday: 11:30 AM – 7:00 PM | Tuesday: 11:30 AM – 7:00 PM | Wednesday: 11:30 AM – 7:00 PM | Thursday: 11:30 AM – 7:00 PM | Friday: 11:30 AM – 7:00 PM | Saturday: 11:30 AM – 7:00 PM | Sunday: 11:30 AM – 7:00 PM,19.0,Sunday,41.84
sb-ChIJ6XBEm30U6YAR,Sama Sama Kitchen,"1208 State St, Santa Barbara, CA 93101, USA",34.423733,-119.7045689,4.3,3:00 PM,"Monday: Closed | Tuesday: 12:00 – 3:00 PM, 5:00 – 8:30 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 8:30 PM | Thursday: 12:00 – 3:00 PM, 5:00 – 8:30 PM | Friday: 12:00 – 3:00 PM, 5:00 – 9:30 PM | Saturday: 12:00 – 3:00 PM, 5:00 – 9:30 PM | Sunday: 12:00 – 3:00 PM, 5:00 – 8:30 PM",15.0,Sunday,41.08
sb-ChIJ1T6deTAT6YAR,Siam Street Food,"425 State St, Santa Barbara, CA 93101, USA",34.416272,-119.6952627,4.7,3:00 PM,"Monday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Tuesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Wednesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Thursday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Friday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Saturday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Sunday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM",15.0,Sunday,41.62
sb-ChIJ8_6nPX8U6YAR,Three Pickles Subs & Sandwiches,"126 E Canon Perdido St, Santa Barbara, CA 93101, USA",34.4221464,-119.6985802,4.5,3:30 PM,Monday: 10:30 AM – 3:30 PM | Tuesday: 10:30 AM – 3:30 PM | Wednesday: 10:30 AM – 3:30 PM | Thursday: 10:30 AM – 3:30 PM | Friday: 10:30 AM – 3:30 PM | Saturday: 10:30 AM – 3:30 PM | Sunday: Closed,15.5,Sunday,41.31
sb-ChIJ-z3ACngU6YAR,Old Kings Road,"532 1/2 State St, Santa Barbara, CA 93101, USA",34.417686,-119.696418,4.5,2:00 AM,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 1:00 PM – 2:00 AM | Thursday: 1:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,2.0,Sunday,45.49
sb-ChIJBQPwoR8T6YAR,Rare Society,"214 State St, Santa Barbara, CA 93101, USA",34.4145556,-119.6918679,4.4,10:00 PM,Monday: 4:00 – 9:00 PM | Tuesday: Closed | Wednesday: 4:00 – 9:00 PM | Thursday: 4:00 – 9:00 PM | Friday: 4:00 – 10:00 PM | Saturday: 4:00 – 10:00 PM | Sunday: 4:00 – 9:00 PM,22.0,Friday,27.67
sb-ChIJ46yOJ4kT6YAR,Mony's Mexican Food,"217 Anacapa St, Santa Barbara, CA 93101, USA",34.4154672,-119.6912248,4.7,3:30 PM,Monday: 10:30 AM – 3:30 PM | Tuesday: 10:30 AM – 3:30 PM | Wednesday: 10:30 AM – 3:30 PM | Thursday: 10:30 AM – 3:30 PM | Friday: 10:30 AM – 3:30 PM | Saturday: 10:30 AM – 3:30 PM | Sunday: Closed,15.5,Sunday,41.57
sb-ChIJ86jqvLIV6YAR,Boathouse at Hendry's Beach,"2981 Cliff Dr, Santa Barbara, CA 93109, USA",34.4032167,-119.7438563,4.5,9:00 PM,Monday: 7:30 AM – 9:00 PM | Tuesday: 7:30 AM – 9:00 PM | Wednesday: 7:30 AM – 9:00 PM | Thursday: 7:30 AM – 9:00 PM | Friday: 7:30 AM – 9:00 PM | Saturday: 7:30 AM – 9:00 PM | Sunday: 7:30 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJ6SrXD74T6YAR,Convivo Restaurant & Bar,"901 E Cabrillo Blvd, Santa Barbara, CA 93103, USA",34.4172439,-119.6723709,4.5,9:00 PM,Monday: 7:00 AM – 8:30 PM | Tuesday: 7:00 AM – 8:30 PM | Wednesday: 7:00 AM – 8:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 8:30 PM,21.0,Sunday,30.83
sb-ChIJ0XhnOSUV6YAR,Blenders In The Grass - 5 Points,"3973 State St #3113, Santa Barbara, CA 93105, USA",34.438615,-119.751811,4.4,10:00 PM,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,22.0,Friday,27.67
sb-ChIJ4yVK4IoT6YAR,Toma Restaurant & Bar,"324 W Cabrillo Blvd, Santa Barbara, CA 93101, USA",34.408619,-119.6934825,4.6,9:30 PM,Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: 5:00 – 9:00 PM,21.5,Sunday,29.18
sb-ChIJ1wgmdIcU6YAR,Ca' Dario Santa Barbara,"37 E Victoria St, Santa Barbara, CA 93101, USA",34.425364,-119.7048105,4.3,10:00 PM,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:30 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 4:00 – 9:00 PM,22.0,Friday,27.59
sb-ChIJ527lHogT6YAR,Sushi Bar 29,"1134 Chapala St, Santa Barbara, CA 93101, USA",34.422291,-119.705339,4.5,2:15 PM,"Monday: 11:30 AM – 2:15 PM, 5:00 – 8:45 PM | Tuesday: 11:30 AM – 2:15 PM, 5:00 – 8:45 PM | Wednesday: 11:30 AM – 2:15 PM, 5:00 – 8:45 PM | Thursday: 11:30 AM – 2:15 PM, 5:00 – 8:45 PM | Friday: 11:30 AM – 2:15 PM, 5:00 – 9:00 PM | Saturday: 11:30 AM – 2:15 PM, 5:00 – 9:00 PM | Sunday: Closed",14.25,Sunday,41.46
sb-ChIJ01pim30U6YAR,The Good Lion,"1212 State St, Santa Barbara, CA 93101, USA",34.4237642,-119.7048199,4.6,1:00 AM,Monday: 4:00 PM – 1:00 AM | Tuesday: 4:00 PM – 1:00 AM | Wednesday: 4:00 PM – 1:00 AM | Thursday: 4:00 PM – 1:00 AM | Friday: 4:00 PM – 1:00 AM | Saturday: 4:00 PM – 1:00 AM | Sunday: 4:00 PM – 1:00 AM,1.0,Sunday,45.99
sb-ChIJ-aGkyn0U6YAR,Dune Coffee Roasters,"1101 State St, Santa Barbara, CA 93101, USA",34.4223696,-119.7035202,4.5,4:00 PM,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 4:00 PM | Sunday: 7:00 AM – 4:00 PM,16.0,Sunday,41.3
sb-ChIJ3anqbRQT6YAR,Flor De Maiz,"29 E Cabrillo Blvd, Santa Barbara, CA 93101, USA",34.4131903,-119.6884379,4.5,10:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM,22.0,Friday,27.76
sb-ChIJAYn-RYgT6YAR,Backyard Bowls,"331 Motor Way, Santa Barbara, CA 93101, USA",34.4151222,-119.69445,4.5,5:00 PM,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,17.0,Sunday,41.33
sb-ChIJ9R_LZaVA6YAR,Dune Coffee Roasters,"250 Storke Rd, Goleta, CA 93117, USA",34.4294778,-119.8694556,4.4,4:00 PM,Monday: 6:00 AM – 4:00 PM | Tuesday: 6:00 AM – 4:00 PM | Wednesday: 6:00 AM – 4:00 PM | Thursday: 6:00 AM – 4:00 PM | Friday: 6:00 AM – 4:00 PM | Saturday: 7:00 AM – 4:00 PM | Sunday: 7:00 AM – 4:00 PM,16.0,Sunday,41.17
sb-ChIJC7xaFiUV6YAR,Mandarin Palace,"3955 State St, Santa Barbara, CA 93105, USA",34.43888889999999,-119.7525,4.0,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.26
sb-ChIJB-g2EEoS6YAR,Juice Ranch Cafe,"1187 Coast Village Rd # 5, Montecito, CA 93108, USA",34.420856,-119.6447277,4.6,4:00 PM,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 7:30 AM – 4:00 PM | Sunday: 8:30 AM – 4:00 PM,16.0,Sunday,41.43
sb-ChIJBZU5854V6YAR,Crepería El Chisme,"651 Paseo Nuevo #313, Santa Barbara, CA 93101, USA",34.4187489,-119.6997323,4.6,7:00 PM,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,19.0,Sunday,41.6
sb-ChIJ2YVrpHlA6YAR,Goleta Bakery,"5784 Hollister Ave, Goleta, CA 93117, USA",34.435949,-119.8260957,4.3,9:00 PM,Monday: 5:00 AM – 9:00 PM | Tuesday: 5:00 AM – 9:00 PM | Wednesday: 5:00 AM – 9:00 PM | Thursday: 5:00 AM – 9:00 PM | Friday: 5:00 AM – 9:00 PM | Saturday: 5:00 AM – 9:00 PM | Sunday: 5:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJ97u1_4cT6YAR,Galanga Thai Restaurant,"507 State St, Santa Barbara, CA 93101, USA",34.4168356,-119.6960462,4.1,10:30 PM,Monday: 5:30 – 9:30 PM | Tuesday: 11:30 AM – 9:30 PM | Wednesday: 11:30 AM – 9:30 PM | Thursday: 11:30 AM – 9:30 PM | Friday: 11:30 AM – 10:30 PM | Saturday: 11:30 AM – 10:30 PM | Sunday: 11:30 AM – 9:30 PM,22.5,Monday,26.81
sb-ChIJC-BzQQAV6YAR,Dom’s Taverna Santa Barbara,"30 E Victoria St, Santa Barbara, CA 93101, USA",34.4248824,-119.7047448,4.5,12:00 AM,Monday: Closed | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 – 8:00 PM,0.0,Sunday,46.12
sb-ChIJ3X32tiUV6YAR,Chuck's of Hawaii,"3888 State St, Santa Barbara, CA 93105, USA",34.4406117,-119.7498941,4.3,10:00 PM,Monday: 5:00 – 9:30 PM | Tuesday: 5:00 – 9:30 PM | Wednesday: 5:00 – 9:30 PM | Thursday: 5:00 – 9:30 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 9:30 PM,22.0,Friday,27.59
sb-ChIJ-Xt5pvIT6YAR,Santa Barbara Shellfish Company,"230 Stearns Wharf, Santa Barbara, CA 93109, USA",34.408733,-119.684992,4.5,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJ2SgVomk_6YAR,Super Cuca's,"6527 Madrid Rd, Isla Vista, CA 93117, USA",34.412309,-119.854985,4.4,1:00 AM,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,1.0,Sunday,45.68
sb-ChIJ-V39eYIT6YAR,Cesar's Place,"712 N Milpas St, Santa Barbara, CA 93103, USA",34.4286199,-119.6882116,4.3,9:00 PM,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJ-yftyX0U6YAR,The Andersen's Danish Bakery & Restaurant,"1106 State St, Santa Barbara, CA 93101, USA",34.4227274,-119.703303,4.2,8:00 PM,Monday: 8:30 AM – 6:00 PM | Tuesday: 8:30 AM – 6:00 PM | Wednesday: 8:30 AM – 6:00 PM | Thursday: 8:30 AM – 6:00 PM | Friday: 8:30 AM – 8:00 PM | Saturday: 8:30 AM – 8:00 PM | Sunday: 8:30 AM – 8:00 PM,20.0,Sunday,35.1
sb-ChIJC3nU_3YU6YAR,Los Tarascos Bakery and Deli,"314 E Haley St, Santa Barbara, CA 93101, USA",34.42030099999999,-119.691551,4.4,8:00 PM,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 6:00 AM – 8:00 PM | Sunday: Closed,20.0,Sunday,35.45
sb-ChIJ9afZUzoV6YAR,Mizza,"1112 State St, Santa Barbara, CA 93101, USA",34.42284240000001,-119.7035343,4.3,9:00 PM,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJ6-oh74IT6YAR,Los Agaves Restaurant,"600 N Milpas St, Santa Barbara, CA 93103, USA",34.4274979,-119.6866222,4.6,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.95
sb-ChIJ75sWzXlA6YAR,Habit Burger & Grill,"5735 Hollister Ave, Goleta, CA 93117, USA",34.4354679,-119.8247361,4.6,9:30 PM,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:30 PM | Saturday: 10:30 AM – 9:30 PM | Sunday: 10:30 AM – 9:00 PM,21.5,Sunday,29.18
sb-ChIJ875I_HBA6YAR,CAYA Restaurant,"5650 Calle Real, Goleta, CA 93117, USA",34.4415702,-119.820872,4.1,9:00 PM,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,21.0,Sunday,30.36
sb-ChIJ7-YYlk8T6YAR,Dusk Bar,"524 State St, Santa Barbara, CA 93101, USA",34.4176185,-119.696121,4.9,12:00 AM,Monday: 3:00 – 11:00 PM | Tuesday: 3:00 – 11:00 PM | Wednesday: 3:00 – 11:00 PM | Thursday: 3:00 – 11:00 PM | Friday: 3:00 PM – 12:00 AM | Saturday: 3:00 PM – 12:00 AM | Sunday: 3:00 – 11:00 PM,0.0,Sunday,46.71
sb-ChIJ-ctBOEAU6YAR,Alcazar Tapas Bar,"1812 Cliff Dr, Santa Barbara, CA 93109, USA",34.4016242,-119.720931,4.7,10:00 PM,Monday: 4:30 – 9:00 PM | Tuesday: 4:30 – 9:00 PM | Wednesday: 4:30 – 9:00 PM | Thursday: 4:30 – 9:00 PM | Friday: 4:30 – 10:00 PM | Saturday: 4:30 – 10:00 PM | Sunday: Closed,22.0,Friday,27.96
sb-ChIJAYM6W5YT6YAR,Norton's Pastrami & Deli,"18 W Figueroa St, Santa Barbara, CA 93101, USA",34.422006,-119.70382,4.6,4:00 PM,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: Closed,16.0,Sunday,41.43
sb-ChIJ81ym640U6YAR,Garrett's Old Fashioned Restaurant,"2001 State St, Santa Barbara, CA 93105, USA",34.4308414,-119.7149599,4.5,2:00 PM,Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 7:30 AM – 2:00 PM | Sunday: 7:30 AM – 2:00 PM,14.0,Sunday,41.52
sb-ChIJ1Yl4xM4V6YAR,CAJÉ Coffee Roasters,"811A State St, Santa Barbara, CA 93101, USA",34.419842,-119.6999297,4.4,8:00 PM,Monday: 7:30 AM – 7:00 PM | Tuesday: 7:30 AM – 7:00 PM | Wednesday: 7:30 AM – 7:00 PM | Thursday: 7:30 AM – 7:00 PM | Friday: 7:30 AM – 8:00 PM | Saturday: 7:30 AM – 8:00 PM | Sunday: 7:30 AM – 7:00 PM,20.0,Sunday,35.45
sb-ChIJ07lCKYwT6YAR,Santa Barbara FisHouse,"101 E Cabrillo Blvd, Santa Barbara, CA 93101, USA",34.4135406,-119.688083,4.4,9:30 PM,Monday: 10:00 AM – 9:30 PM | Tuesday: 10:00 AM – 9:30 PM | Wednesday: 10:00 AM – 9:30 PM | Thursday: 10:00 AM – 9:30 PM | Friday: 10:00 AM – 9:30 PM | Saturday: 10:00 AM – 9:30 PM | Sunday: 10:00 AM – 9:30 PM,21.5,Sunday,28.91
sb-ChIJ76NlQM4V6YAR,Poke House - Santa Barbara,"811 State St Suite D, Santa Barbara, CA 93101, USA",34.4196536,-119.7001077,4.8,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,31.26
sb-ChIJ-XeL0c8T6YAR,McConnell's Fine Ice Creams,"120 State St suite b, Santa Barbara, CA 93101, USA",34.4135075,-119.6908056,4.6,11:00 PM,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 10:00 PM,23.0,Monday,26.15
sb-ChIJEUdWhXsU6YAR,Taqueria Cuernavaca,"201 W Carrillo St, Santa Barbara, CA 93101, USA",34.4190464,-119.7040736,4.4,8:30 PM,Monday: 10:00 AM – 8:30 PM | Tuesday: Closed | Wednesday: 10:00 AM – 8:30 PM | Thursday: 10:00 AM – 8:30 PM | Friday: 10:00 AM – 8:30 PM | Saturday: 10:00 AM – 8:30 PM | Sunday: 10:00 AM – 8:30 PM,20.5,Sunday,32.96
sb-ChIJL13jpJAT6YAR,Ghirardelli Chocolate & Ice Cream Shop,"509 State St, Santa Barbara, CA 93101, USA",34.4168557,-119.6961294,3.4,10:00 PM,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,22.0,Monday,27.86
sb-ChIJQ2FVrfIT6YAR,Moby Dick Restaurant,"220 Stearns Wharf, Santa Barbara, CA 93109, USA",34.4091814,-119.6852955,4.2,8:00 PM,Monday: 11:30 AM – 7:00 PM | Tuesday: 11:30 AM – 7:00 PM | Wednesday: 11:30 AM – 7:00 PM | Thursday: 11:30 AM – 7:00 PM | Friday: 11:30 AM – 8:00 PM | Saturday: 10:00 AM – 8:00 PM | Sunday: 10:00 AM – 7:00 PM,20.0,Sunday,35.1
sb-ChIJOXhfS3oV6YAR,Three Pickles Subs & Sandwiches,"1436 Chapala St, Santa Barbara, CA 93101, USA",34.4250984,-119.709214,4.0,Unknown,Monday: 10:30 AM – 3:00 PM | Tuesday: 10:30 AM – 5:00 PM | Wednesday: 10:30 AM – 3:00 PM | Thursday: 10:30 AM – 3:00 PM | Friday: 10:30 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,21.0,Sunday,30.26
sb-ChIJLTMUq44T6YAR,Goat Tree,"36 State St, Santa Barbara, CA 93101, USA",34.41343940000001,-119.6906587,4.1,5:00 PM,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 7:00 AM – 5:00 PM,17.0,Sunday,40.71
sb-ChIJIa1Gl1cV6YAR,Santa Barbara Pizza House,"515 State St, Santa Barbara, CA 93101, USA",34.4170674,-119.6962842,4.3,1:30 AM,Monday: Closed | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 11:30 AM – 1:30 AM | Saturday: 11:30 AM – 1:30 AM | Sunday: 11:30 AM – 9:00 PM,1.5,Sunday,45.36
sb-ChIJI794eg4V6YAR,Teru Japanese Cuisine,"1305 State St, Santa Barbara, CA 93101, USA",34.4242934,-119.7061782,4.5,10:00 PM,Monday: Closed | Tuesday: 5:00 – 9:30 PM | Wednesday: 5:00 – 9:30 PM | Thursday: 5:00 – 9:30 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: Closed,22.0,Friday,27.76
sb-ChIJDeRSqt8T6YAR,Costa Kitchen & Bar,"1111 E Cabrillo Blvd, Santa Barbara, CA 93103, USA",34.4177006,-119.6683738,4.2,9:00 PM,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,21.0,Sunday,30.48
